ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREFE,REGIAO5,REGIAO8,NOME_FEIRA,REGISTRO,LOGRADOURO,NUMERO,BAIRRO,REFERENCIA
353,-46499814,-23604972,355030876000335,3550308005157,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,COHAB SAPOPEMBA I,1155-0,AV ARQUITETO VL NOVA ARTIGAS,S/N,SAPOPEMBA,VL PRUDENTE E SAPOPEMBA
354,-46501500,-23605579,355030876000335,3550308005157,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,COHAB SAPOPEMBA,4123-8,RUA WALTER RUMMEL,,SAPOPEMBA,CONJ HABI DE SAPOPEMBA
355,-46600551,-23537156,355030808000026,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,SILVA TELLES,3006-6,RUA DR CARLOS GUIMARAES,S/N,BELEM,TV RUA CATUMBI
356,-46652077,-23600925,355030832000037,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,VILA HELENA,6026-7,AL DOS ANAPURUS,S/N,VL HELENA,ESQ RUA CHAVES
357,-46500543,-23573832,355030824000080,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,JD.SANTA TEREZINHA,7171-4,RUA CAMPO DE VINHA,S/N,JD STA TEREZINHA,
358,-46673573,-23530697,355030806000003,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,CAIOVAS,1053-7,RUA DR COSTA JUNIOR C TANABI,35.000000,AGUA BRANCA,AVENIDA ANTARTICA
359,-46419445,-23481276,355030844000043,3550308005246,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,SAO FRANCISCO,1220-3,AV JOSE MARTINS LISBOA,S/N,SAO FRANCISCO,
360,-46720964,-23856225,355030855000241,3550308005302,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,PARELHEIROS,1092-8,PC PEDRO ROCHA,S/N,PARELHEIROS,ESTRADA DE PARELHEIROS
361,-46497482,-23526396,355030859000131,3550308005144,60,PENHA,21,PENHA,Leste,Leste 1,JARDIM TRES MARIAS,3050-3,RUA MUNICIPAL,1213.000000,TRES MARIA,SEVEN BOYS-FABRICA DE BISCOITO
362,-46534859,-23562772,355030885000038,3550308005040,87,VILA FORMOSA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,VILA FORMOSA,1030-8,AV TRUMAIN C/ HENRIQUE MORIZE,S/N,VL FORMOSA,PRACA LIBERIA
363,-46569519,-23579200,355030801000098,3550308005041,01,AGUA RASA,25,MOOCA,Leste,Leste 1,VILA SAO CARLOS,4110-6,RUA ERNESTO GIULIANO,23.000000,VL SAO CARLOS,VL SAO CARLO VILA PRUDENTE
364,-46725537,-23435822,355030842000277,3550308005309,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,JARDIM RINCAO,6138-7,RUA DR CARMELO D'AGOSTINHO,S/N,JD RINCAO,ESTRADA DE TAIPAS
365,-46607737,-23500990,355030886000035,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,VILA PAIVA,5024-5,RUA CATAPARA,207.000000,VL GUILHERME,TV ES DA CONCEICAO
366,-46482197,-23613180,355030873000092,3550308005206,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,SAO MATEUS,5182-9,RUA MINISTRO LUIZ SPARANO,,JARDIM SANTA ADELIA,TERMINAL RODOVIARIO SAO MATEUS
367,-46640707,-23679652,355030822000221,3550308005165,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM MIRIAM,4080-0,RUA BRAS DE ABREU,S/N,JD MIRIAM,TV AV PEDRO DE AVOS
368,-46576458,-23534930,355030880000073,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,TATUAPE,3015-5,RUA ANDRE VIDAL C/ ALM CALHEIROS,22.000000,TATUAPE,ESTACAO METRO TATUAPE
369,-46759830,-23501263,355030840000022,3550308005109,39,JAGUARA,8,LAPA,Oeste,Oeste,VILA PIAUI,3063-5,RUA FLOR CACHOEIRA E S DO TEIXEIRA,48.000000,VL PIAUI,RUA NILVA
370,-46594680,-23636476,355030868000006,3550308005305,69,SACOMA,13,IPIRANGA,Sul,Sul 1,MARIA ESTELA,5065-2,PC DR CURADO FLEURY,3.000000,JD MARIA ESTELA,TV AV MARIA ESTELA
371,-46688755,-23721351,355030823000015,3550308005218,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,AV DAS JABOTICABEIRAS,1139-8,ES DO CAPOEIRAO,S/N,JD COLONIAL,PX AO SESC
372,-46656909,-23505451,355030821000036,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CASA VERDE,6015-1,RUA CAETANO DESCO,590.000000,CASA VERDE,MORRO DO S
373,-46401931,-23581883,355030825000079,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CASTRO ALVES,7137-4,RUA CORACAO DE MACA,S/N,TIRADENTES COHAB,CJ HABITACIONAL CASTRO ALVES
374,-46448850,-23494838,355030874000120,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,SAO MIGUEL,6106-9,RUA SILVIO CERVELLINI,14.000000,SAO MIGUEL,PROX.IGREJA VELHA S.MIGUEL
375,-46711682,-23680417,355030879000004,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,VELEIROS,3085-6,RUA DAS PAINEIRAS,S/N,VELEIROS,RUAS MAR DEL PLATA /PE POLMAN
376,-46605550,-23619172,355030868000123,3550308005085,69,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA VERA,4055-0,AV CEL JOSE PIRES DE ANDRADE,466.000000,VL VERA,RUA VERGUEIRO-9000
377,-46665760,-23593965,355030832000010,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,REPUBLICA DO LIBANO,7067-0,RUA DIOGO JACOME,291.000000,IBIRAPUERA,PROXIMO AV REPUBLICA DO LIBANO
378,-46623869,-23583908,355030890000044,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,JARDIM DA GLORIA,4007-0,RUA PROFESSOR MACEDO SOARES,276.000000,JD DA GLORIA,TV AV LINS DE VASCONCELOS
379,-46756180,-23674578,355030846000163,3550308005223,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JARDIM VAZ DE LIMA,5081-4,RUA LUCA DE MARENZIO,,JD VAZ DE LIMA,TV AL COMD ANTUNES DOS SANTOS
380,-46656045,-23501397,355030821000129,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA ESPANHOLA,4018-5,RUA GALILEIA,430.000000,PQ PERUCHE,TV DA JOSE RANGEL CAMARGO
381,-46698961,-23630456,355030871000044,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,MONARK,5074-1,RUA DA PAZ,1201.000000,CHAC STO ANTONIO,AMARO GUERRA E BRANCO MORAES
382,-46503044,-23552212,355030824000104,3550308005150,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,ANCHIETA,1091-0,RUA PALMEIRA LACA,14A,JD ELIANE,AVENIDA ITAQUERA
383,-46445629,-23541048,355030837000084,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,DOM BOSCO,4189-0,RUA ANTONIO GANDINE,,ITAQUERA,RUA SABBADO D ANGELO
384,-46621077,-23572826,355030814000019,3550308005006,14,CAMBUCI,9,SE,Centro,Centro,TEODORETO SOUTO,5004-0,RUA TEODORETO SOUTO,957.000000,CAMBUCI,TV AV LINS DE VASCONCELOS
385,-46514686,-23532469,355030891000062,3550308005075,93,VILA MATILDE,21,PENHA,Leste,Leste 1,VILA GUILHERMINA,3049-0,RUA ASSIS VALENTE C GIL RIBEIRO,640.000000,VL GUILHERMINA,PRACA PORTO FERREIRA
386,-46473737,-23615871,355030875000080,3550308005212,77,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JARDIM VERA CRUZ,4093-2,RUA PIRES CALEIRO,205.000000,JD VERA CRUZ,TV SARGENTO IRACITAM COIMBRA
387,-46521810,-23517701,355030859000008,3550308005145,60,PENHA,21,PENHA,Leste,Leste 1,VILA SINANDUVA,6036-4,RUA SINANDUVA,504.000000,VL MARIETA,RUA DAS PROVINCIAS
388,-46407614,-23506963,355030884000072,3550308005248,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,PARQUE SANTA RITA,6096-8,RUA ANAJATUBA,866.000000,PQ STA RITA,P.FINAL ONIBUS JD.DOS IPES
389,-46764843,-23660263,355030819000319,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CAPAO REDONDO,4051-7,RUA PAULINO VITAL DE MORAES,,CAPAO REDONDO,ET AV ELIAS MAASE R C ORSOLINI
390,-46610851,-23600822,355030834000086,3550308005043,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,VILA NAIR,7040-8,RUA DONA LEOPOLDINA,243.000000,VL NAIR,ULTIMA TRAVESSA DA AV.NAZARETH
391,-46410335,-23519223,355030884000046,3550308005252,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM ROBRU,5141-1,RUA JOAO BARBOSA DE LIMA,S/N,JD ROBRU,
392,-46480846,-23517373,355030864000083,3550308005143,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,BURGO PAULISTA,5158-6,RUA ACAIPE,S/N,BURGO PAULISTA,RUA REPUBLICA DE SAN MARTIM
393,-46609806,-23469678,355030882000076,3550308005131,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,PALMAS DO TREMEMBE,4133-5,PC ANTONIO JOSE DE ARAUJO,S/N,PALMAS DO TREMEMBE,
394,-46574290,-23572791,355030801000022,3550308005041,01,AGUA RASA,25,MOOCA,Leste,Leste 1,UMUARAMA,4020-7,RUA MIN SALGADO FILHO,485.000000,VL ORATORIO,TV RUA PAULO DE LIMA CORREA
395,-46765891,-23596984,355030865000035,3550308005238,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,JARDIM GUARAU,5119-5,RUA JERONIMO FERNANDES,S/N,JD GUARAU,ESTR DO JAGUARE
396,-46398699,-23559049,355030831000070,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,JARDIM SAO PAULO,1251-3,RUA JERONIMO DIAS RIBEIRO,,JARDIM SAO PAULO,DR JOAO OTAVIANO PEREIRA
397,-46543190,-23545946,355030820000024,3550308005077,20,CARRAO,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,VILA CARRAO,5033-4,RUA DENTISTA BARRETO,516.000000,VL CARRAO,AV CONSELHEIRO CARRAO
398,-46591606,-23601357,355030834000112,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,VILA CARIOCA,7051-3,RUA ALBINO DE MORAES,19.000000,VL CARIOCA,AV.JUNTAS PROVISORIAS
399,-46744505,-23499430,355030895000004,3550308005110,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,PRACA VISTA ALEGRE,7065-3,RUA JOSE ATALIBA ORTIZ,32.000000,VL MANGALOT,IGREJA DO MANGALOT
400,-46634302,-23563663,355030849000031,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,LIBERDADE/MODERNA,4135-1,RUA PANDIA CALOGERAS,S/N,LIBERDADE,R CONS FURTADO E ROCHA POMBO
401,-46515549,-23600078,355030876000026,3550308005156,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,JARDIM GRIMALDI,7090-4,RUA JOSE JOAQUIM,253.000000,JD GRIMALDI,PROXIMO LARGO DO JD GRIMALDI
402,-46652933,-23554947,355030807000124,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,FREI CANECA,5001-6,RUA HERCULANO DE FREITAS,203.000000,CERQUEIRA CEZAR,TV DA RUA PEIXOTO GOMIDE
403,-46668637,-23505571,355030821000094,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,MANDAQUI,1014-6,AV ENGENHEIRO CAETANO ALVARES,S/N,MANDAQUI,PX RUA VOLUNTARIOS DA PATRIA
404,-46487423,-23597955,355030873000060,3550308005154,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,MATEO BEI,6100-0,RUA OSVALDO NEVOLA,S/N,SAO MATHEUS,TV AV MATEO BEI
405,-46600485,-23552701,355030853000056,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA MODERNA,4004-5,RUA DOS TRILHOS C BRESSER,869.000000,MOOCA,TV RUA BRESSER
406,-46530155,-23519606,355030859000052,3550308005074,60,PENHA,21,PENHA,Leste,Leste 1,VILA SALETE,5064-4,RUA JULIO RINALDI,12.000000,CANGAIBA,ESCOLA SAMBA NENE-V.MATILDE
407,-46420241,-23491438,355030844000054,3550308005246,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,SAO GONCALO DO RIO DAS PEDRAS,4172-6,RUA SAO GONCALO DO RIO DAS PEDRAS,S/N,VILA MARA,ABAST
408,-46659146,-23529380,355030869000095,3550308005027,70,SANTA CECILIA,9,SE,Centro,Centro,PERDIZES,6009-7,RUA CAMARAGIBE C/ LOPES CHAVES,122.000000,STA CECILIA,PARTE R LOPES CHAVES
409,-46704814,-23485810,355030829000198,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA IORIO,4056-8,RUA JAGUARURAMA,129.000000,NOSSA SENHORA DO O,TV ES RIO VERDE
410,-46582837,-23536811,355030808000046,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,IRMA CAROLINA,7011-4,RUA ENG REINALDO CAJADO,215.000000,BELENZINHO,TV RUA IRMA CAROLINA
411,-46646500,-23592912,355030890000176,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,DR BACELAR,1058-8,RUA DRA NEYDE APPARECIDA SOLLITO,S/N,VL CLEMENTINO,NAPOLEAO DE BARROS E BOTUCATU
412,-46640817,-23632670,355030838000238,3550308005093,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,VILA GUARANI,7025-4,AV DIEDERICHSEN,45.000000,VL GUARANI,ESTACAO CONCEICAO DO METRO
413,-46627303,-23629557,355030827000061,3550308005091,27,CURSINO,13,IPIRANGA,Sul,Sul 1,AGUA FUNDA,1258-0,VD MATEUS TORLONI,,JABAQUARA,RODOVIA DOS IMIGRANTES
414,-46671916,-23539535,355030860000051,3550308005026,61,PERDIZES,8,LAPA,Oeste,Oeste,JOAO RAMALHO,5010-5,RUA AIMBERE C CAIUBI,401.000000,PERDIZES,RUA JOAO RAMALHO
415,-46485211,-23544912,355030805000055,3550308005148,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,PADRE MANOEL DA NOBREGA,7106-4,RUA PDE FRANCISCO DE TOLEDO,S/N,ITAQUERA COHAB I,INICIO AV LIDER COHAB ITAQUERA
416,-46727860,-23491006,355030863000017,3550308005310,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,CHACARA INGLESA,4066-5,RUA PEDRO MARIGLIANI,23.000000,CHAC INGLESA,TV DR JOAO BATISTA B DE LIMA
417,-46605049,-23638858,355030868000112,3550308005305,69,SACOMA,13,IPIRANGA,Sul,Sul 1,JARDIM BOTUCATU,7079-3,RUA DR EUGENIO EGAS,250.000000,JD CLIMAX,PRACA EDUARDO COSTA MANSO
418,-46506525,-23606859,355030876000003,3550308005157,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,SAPOPEMBA,4400-8,RUA ADUTORA DO RIO CLARO,,VILA REGENTE FEIJO,ADUTORA RIO CLARO
419,-46367024,-23510557,355030836000248,3550308005255,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,DESEMBARGADOR ISNARD DOS REIS,1227-0,RUA DESEM ISNARD DOS REIS,S/N,ITAIM PAULISTA,AV KEMEL ADDAS E AV DES OTAVIO
420,-46689547,-23772478,355030830000039,3550308005282,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM ALMEIDA PRADO,7158-7,RUA MARCO AURELIO MARILAN,S/N,JD ALMEIDA PRADO,
421,-46529190,-23502206,355030818000062,3550308005072,18,CANGAIBA,21,PENHA,Leste,Leste 1,OURO,3044-9,RUA MIGUEL GARCIA,354.000000,VL PAULISTANIA,ESTRADA CANGAIBA -1900
422,-46703526,-23570725,355030812000130,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,BUTANTA,5028-8,RUA AGOSTINHO CANTU C/ ROMAO GOMES,S/N,BUTANTA,AV WALDEMAR FERREIRA
423,-46592629,-23489371,355030892000144,3550308005067,94,VILA MEDEIROS,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,VILA BOSCHETTI,3029-5,AV BOSCHETTI,234.000000,VL GUSTAVO,RUA SA CAMPELO
424,-46663451,-23568785,355030845000024,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,JARDIM AMERICA,5005-9,RUA BARAO DE CAPANEMA,S/N,JD AMERICA,ALAMEDA CASA BRANCA
425,-46646464,-23627273,355030877000121,3550308005094,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,JABAQUARA,5031-8,AV CECI,S/N,PLANALTO PAULISTA,PROXIMO AV JABAQUARA
426,-46741894,-23453615,355030842000235,3550308005185,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,JARAGUA,6065-8,RUA LAVRINHA,18.000000,VL JARAGUA,PROXIMO A ESTACAO DO JARAGUA
427,-46573628,-23564534,355030801000029,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,PRACA DAS ROSAS,4021-5,RUA LUIZA CANERO,6.000000,VL CANERO,TV RUA LEME
428,-46585158,-23630398,355030868000094,3550308005087,69,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA CRISTALIA,1066-9,RUA ANTONIO LAMAS,31.000000,VL CRISTALIA,ESTRADA DAS LAGRIMAS
429,-46566856,-23515970,355030889000156,3550308005035,91,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,PARQUE NOVO MUNDO,7047-5,AL SUB TENENTE FRANCISCO HIERRO,351.000000,PQ NOVO MUNDO,SEBASTIAO GARCIA
430,-46689547,-23460850,355030811000234,3550308005123,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM GUARANI,5130-6,RUA SOUZA CARVALHO,S/N,JD GUARANI,
431,-46623912,-23551096,355030810000033,3550308005005,10,BRAS,25,MOOCA,Leste,Leste 1,ALCANTARA MACHADO,6002-0,RUA DOM BOSCO,75.000000,CAMBUCI,BAIXOS VD ALCANTARA MACHADO
432,-46395419,-23510354,355030836000098,3550308005256,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,CHACARA FLORA,6161-1,RUA FREI CANISIO,S/N,VL SOFIA,
433,-46406002,-23592889,355030825000113,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,JARDIM MARIA ESTELA,7230-3,PC PROF JAIME POGGI,S/N,JARDIM MARIA ESTELA,
434,-46700469,-23756238,355030830000401,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM PETRONITA,7114-5,RUA DR ANTONIO SIMOES DE CARVALHO,S/N,JD SAO BERNARDO,MERCEARIA FERNANDES
435,-46636041,-23561474,355030849000060,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,LIBERDADE,7147-1,RUA TAGUA,S/N,LIBERDADE,
436,-46708529,-23857681,355030855000080,3550308005302,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,VILA VARGEM GRANDE I,7233-8,RUA IPE ROXO,,VILA VARGEM GRANDE,
437,-46596711,-23561105,355030853000001,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA,4010-0,RUA MADRE DE DEUS,604.000000,MOOCA,TV RUA VISCONDE DE INHUMIRIM
438,-46605343,-23525166,355030808000045,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,PAULO ANDREGUETTI,5006-7,RUA SILVA TELES,1528.000000,BELENZINHO,TV DA RUA SANTA RITA
439,-46533442,-23519065,355030859000074,3550308005074,60,PENHA,21,PENHA,Leste,Leste 1,VILA SANTANA,7032-7,RUA ENEAS DE BARROS,425.000000,VL SANTANA,AV AMADOR BUENO DA VEIGA
440,-46573716,-23545706,355030880000178,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,MAE DO CEU,1008-1,RUA TUIUTI,2753.000000,TATUAPE,PRACA SILVIO ROMERO
441,-46636268,-23656511,355030838000154,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,VILA FACCHINI,5062-8,RUA LUIZ CARLOS FACCHINI,50.000000,VL FACCHINI,TV AV ARMANDO DE A PEREIRA
442,-46729918,-23448666,355030842000161,3550308005187,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,JARDIM PANAMERICANO,4094-0,RUA ANTONIO SEBASTIAO SOBRINHO,480.000000,PQ PAN AMERICANO,ALTURA DO 480 DA R J PEREIRA
443,-46536050,-23576820,355030885000058,3550308005079,87,VILA FORMOSA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,PRACA MANOEL ARIZA,7043-2,AV ANTONIO MANOGRASSO,234.000000,VL FORMOSA,TV DA AV JOAO XXIII
444,-46741066,-23672172,355030846000001,3550308005222,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,PIRAPORINHA,3087-2,RUA ESTEVAM FERNANDES,S/N,PIRAPORINHA,TV ES M BOI MIRIM
445,-46751961,-23597146,355030894000034,3550308005181,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,JARDIM CELESTE,4096-7,RUA EDWARD CARMILLO,,JD CELESTE,CLUBE SOLAR DOS AMIGOS
446,-46616132,-23602373,355030827000115,3550308005045,27,CURSINO,13,IPIRANGA,Sul,Sul 1,CASTELO BRANCO,1054-5,RUA ASSUNGUI C/ AMERICO RIBEIRO,,VL GUMERCINDO,RUA SANTA CRUZ
447,-46710433,-23502907,355030863000134,3550308005112,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,PIQUERI,4029-0,RUA SALVADOR SALA,425.000000,PIQUERI,TV AV PAULA FERREIRA
448,-46439905,-23596476,355030833000014,3550308005275,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JARDIM ROSELI,1106-1,RUA LUIZA DE JESUS FERREIRA,30.000000,JD ROSELI,TV ESTRADA DO IGUATEMI
449,-46635006,-23617786,355030877000055,3550308005048,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,BOSQUE,1028-6,RUA CARNEIRO DA CUNHA,S/N,VL DA SAUDE,ESQ VISCONDE INHAUMA
450,-46508175,-23504116,355030818000046,3550308005137,18,CANGAIBA,21,PENHA,Leste,Leste 1,JARDIM DANFER,3098-8,RUA JOSE DA PENHA,8.000000,JD DANFER,PONTO FINAL ONIBUS JD.DANFER
451,-46669010,-23601282,355030832000058,3550308005099,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,FEIRAO DA ECONOMIA DE MOEMA,6141-7,TV JORNALISTA OTAVIO MUNIZ,S/N,MOEMA,ENTRE RUAS TUIM E INHAMBU
452,-46624008,-23631217,355030827000059,3550308005091,27,CURSINO,13,IPIRANGA,Sul,Sul 1,AGUA FUNDA,3036-8,RUA MARIO SCHIOPA,175.000000,AGUA FUNDA,SIDERURGICA ALIPERTI
453,-46509687,-23555352,355030824000100,3550308005150,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,JARDIM ARIZI,4117-3,RUA UACUMA,58.000000,JD ARIZI,JD SANTA MARIA
454,-46737672,-23582789,355030812000118,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,JARDIM PINHEIROS,7063-7,RUA AUGUSTO FARINA,,JD PINHEIROS,RODOVIA RAPOSO TAVARES KM 13
455,-46709899,-23782579,355030855000163,3550308005299,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,JARDIM IPORA,1262-9,RUA FORTE DO GUARA,,PARELHEIROS,
456,-46523498,-23570694,355030804000022,3550308005153,04,ARICANDUVA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,JARDIM RECORD,4109-2,AV DOS PEQUIS,20.000000,JD VL FORMOSA,TV RUA MONS ANTONIO DE CASTRO
457,-46772418,-23633691,355030817000019,3550308005236,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,CAMPO LIMPO,5069-5,RUA MARTINHO VAZ DE BARROS,,CAMPO LIMPO,TV ES CAMPO LIMPO
458,-46606897,-23576047,355030834000073,3550308005019,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,TEREZA CRISTINA,6011-9,RUA COSTA AGUIAR,261.000000,IPIRANGA,FIXADA
459,-46642228,-23668027,355030838000164,3550308005163,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,SAO JOSE,1067-7,RUA HUGO VITOR DA SILVA,S/N,AMERICANOPOLIS,SAO PAULO
460,-46381764,-23505493,355030836000012,3550308005251,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,CAMARGO VELHO,1099-5,AV ACADEMIA DE SAO PAULO,772.000000,JD CAMARGO NOVO,RUA DO PROGRESSO
461,-46479679,-23617992,355030873000156,3550308005206,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,SANTA ADELIA,3134-8,RUA CACHOEIRA DE MINAS,S/N,JD STA ADELIA,
462,-46481699,-23504687,355030828000057,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,PARQUE BOTURUSSU,6087-9,RUA DARIO COSTA MATOS,45.000000,ERMELINO MATARAZZO,P.FINAL ONIBUS JD.S.CARLOS
463,-46614092,-23482699,355030870000167,3550308005065,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,TUCURUVI,1023-5,RUA CASA FORTE,S/N,TUCURUVI,AVENIDA NOVA CANTAREIRA
464,-46644924,-23610234,355030877000014,3550308005048,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,PLANALTO PAULISTA,3021-0,AV JOSE MARIA WITAKER,1121.000000,PLANALTO PAULISTA,AL GUATAS AV AFONSO M FAGUNDES
465,-46669584,-23605975,355030832000117,3550308005099,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,PAVAO,4024-0,AV BENTEVI C JAUAPERI,104.000000,INDIANOPOLIS,PROXIMA AV IBIRAPUERA
466,-46452479,-23512048,355030887000079,3550308005193,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,JARDIM SANTANA,7068-8,RUA FRUTO DO PARAISO,12.000000,JD SANTANA,PERTO DO SUPERMERCADO TRIGAO
467,-46460616,-23496634,355030887000192,3550308005194,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,PARQUE CRUZEIRO DO SUL,7098-0,RUA ANTONIO DE SIQUEIRA,330.000000,PQ CRUZEIRO DO SUL,PERTO E.M.P.G.PRES.E.PESSOA
468,-46721908,-23470868,355030863000072,3550308005114,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,VILA MIRANTE,7061-0,RUA POVOADO DO RIO NOVO,15.000000,VL MIRANTE,TV AV MIGUEL DE CASTRO 1779
469,-46794016,-23442268,355030803000054,3550308005307,03,ANHANGUERA,1,PERUS,Norte,Norte 1,JARDIM JARAGUA,7203-6,RUA PRESIDENTE FELIX PAIVA,S/N,JD JARAGUA,K 22 5 VIA ANCHIETA
